Date,Temp
2016-2-17,-7.75
2016-2-18,-5.958333333
2016-2-19,-9.583333333
2016-2-20,-10.75
2016-2-21,-12.25
2016-2-22,-16.79166667
2016-2-23,-15.95833333
2016-2-24,-13.79166667
2016-2-25,-12.29166667
2016-2-26,-12.875
2016-2-27,-10.83333333
2016-2-28,-11.66666667
2016-2-29,-11
2016-3-1,-7
2016-3-2,-9.208333333
2016-3-3,-5.625
2016-3-4,0.5
2016-3-5,-1.583333333
2016-3-6,-3.583333333
2016-3-7,-6.416666667
2016-3-8,-6.791666667
2016-3-9,-8.375
2016-3-10,-8.541666667
2016-3-11,-5.833333333
2016-3-12,-1.666666667
2016-3-13,-5.782608696
2016-3-14,-1.5
2016-3-15,5.625
2016-3-16,7
2016-3-17,8.416666667
2016-3-18,0.04166666667
2016-3-19,0.25
2016-3-20,5.041666667
2016-3-21,1.875
2016-3-22,1.173913043
2016-3-23,0.8333333333
2016-3-24,0.5416666667
2016-3-25,4.291666667
2016-3-26,5.166666667
2016-3-27,4.958333333
2016-3-28,10.33333333
2016-3-29,4.541666667
2016-3-30,4.458333333
2016-3-31,13.16666667
2016-4-1,7.958333333
2016-4-2,3.916666667
2016-4-3,2.833333333
2016-4-4,4.791666667
2016-4-5,6.208333333
2016-4-6,13.54166667
2016-4-7,2.958333333
2016-4-8,1.625
2016-4-9,-1.75
2016-4-10,1.416666667
2016-4-11,5.458333333
2016-4-12,2.375
2016-4-13,5.708333333
2016-4-14,8.916666667
2016-4-15,10.625
2016-4-16,7.041666667
2016-4-17,4.666666667
2016-4-18,7.5
2016-4-19,12.95833333
2016-4-20,12.41666667
2016-4-21,12.95833333
2016-4-22,8.041666667
2016-4-23,6.333333333
2016-4-24,11.54166667
2016-4-25,8.125
2016-4-26,8.458333333
2016-4-27,9.75
2016-4-28,11.66666667
2016-4-29,13.66666667
2016-4-30,13.20833333
2016-5-1,14.75
2016-5-2,12.20833333
2016-5-3,7.916666667
2016-5-4,11.33333333
2016-5-5,16.33333333
2016-5-6,10
2016-5-7,11.20833333
2016-5-8,14.875
2016-5-9,15.33333333
2016-5-10,17.29166667
2016-5-11,19.875
2016-5-12,7.625
2016-5-13,14
2016-5-14,13.33333333
2016-5-15,10.45833333
2016-5-16,10.20833333
2016-5-17,22
2016-5-18,24.58333333
2016-5-19,23.83333333
2016-5-20,23.375
2016-5-21,18.12
2016-5-22,16.75
2016-5-23,18.70833333
2016-5-24,13.625
2016-5-25,16.25
2016-5-26,12.875
2016-5-27,18.75
2016-5-28,23.95833333
2016-5-29,16.79166667
2016-5-30,12.95833333
2016-5-31,18.20833333
2016-6-1,19.66666667
2016-6-2,19.54166667
